O_id,D_id,flow
a29,c76,0
a29,c77,0
a29,c78,0
a29,c79,0
a29,c80,27
a29,c81,33
a29,c82,7
a29,c83,1
a29,c84,1
a29,c85,2
a29,a86,71
a29,a87,65
a29,a88,74
a29,c89,0
a29,c90,0
a29,a91,94
a29,c92,2
a29,c93,13
a29,a94,16
a29,c95,0
a29,c96,0
a29,c97,0
a29,c98,0
a29,c99,12
a29,c100,4
a29,c101,9
a29,c102,1
a29,c103,9
a29,c104,34
a29,c105,1
a29,c106,0
a29,c107,0
a29,c108,1
a29,c109,0
a29,c110,0
a29,a111,2234
a29,a112,1999
a29,a113,832
a29,a114,160
a29,a115,545
a29,a116,1062
a29,b117,135
a29,b118,22
a29,b119,7
a29,b120,208
a29,b121,236
a29,b122,59
a29,a123,181
a29,a124,200
a29,a125,232
a29,a126,117
a29,a127,175
a29,a128,58
a29,b129,68
a29,b130,35
a29,a131,142
a29,a132,252
a29,a133,250
a29,c134,3
a29,c135,2
a29,c136,2
a29,c137,2
a29,c138,4
a29,c139,8
a29,a140,2889
a29,a141,1966
a29,a142,2976
a29,a143,2406
a29,a144,2406
a29,a145,1075
a29,a146,2888
a29,a147,2611
a29,a148,488
a29,a149,213
a29,a150,191
a29,a151,638
a29,a152,1327
a29,a153,331
a29,a154,552
a29,a155,168
a29,a156,145
a29,a157,1714
a29,a158,2711
a29,a159,508
a29,a160,2744
a29,a161,146
a29,a162,469
a29,a163,236
a29,a164,737
a29,a165,517
a29,a166,794
a29,a167,1333
a29,a168,264
a29,a169,1194
a29,a170,1772
a29,a171,658
a29,a172,403
a29,a173,637
a29,a174,1139
a29,a175,573
a29,a176,573
a29,a177,472
a29,a178,576
a29,a179,729
a29,a180,907
a29,a181,248
a29,a182,348
a29,a183,222
a29,a184,182
a29,a185,313
a29,a186,241
a29,a187,73
a29,b188,35
a29,c189,4
a29,c190,0
a29,c191,1
a29,c192,0
a29,b193,126
a29,a194,41
a29,a195,0
a30,b31,153
a30,b32,102
a30,b33,39
a30,c34,1
a30,c35,1
a30,c36,1
a30,c37,1
a30,c38,1
a30,c39,1
a30,c40,2
a30,c41,1
a30,c42,3
a30,c43,2
a30,c44,27
a30,b45,109
a30,b46,24
a30,c47,10
a30,a48,144
a30,b49,13
a30,b50,29
a30,b51,33
a30,b52,45
a30,a53,145
a30,a54,167
a30,c55,4
a30,c56,3
a30,b57,316
a30,b58,813
a30,b59,717
a30,a60,1235
a30,a61,0
a30,a62,1185
a30,a63,1318
a30,b64,685
a30,b65,451
a30,b66,84
a30,b67,148
a30,c68,6
a30,b69,25
a30,b70,2
a30,c71,2
a30,c72,7
a30,c73,3
a30,c74,4
a30,c75,0
a30,c76,1
a30,c77,0
a30,c78,0
a30,c79,1
a30,c80,42
a30,c81,51
a30,c82,12
a30,c83,2
a30,c84,2
a30,c85,4
a30,a86,104
a30,a87,95
a30,a88,108
a30,c89,0
a30,c90,1
a30,a91,0
a30,c92,4
a30,c93,21
a30,a94,25
a30,c95,0
a30,c96,0
a30,c97,0
a30,c98,0
a30,c99,18
a30,c100,6
a30,c101,15
a30,c102,3
a30,c103,15
a30,c104,53
a30,c105,1
a30,c106,0
a30,c107,1
a30,c108,2
a30,c109,1
a30,c110,0
a30,a111,1330
a30,a112,1233
a30,a113,2
a30,a114,183
a30,a115,590
a30,a116,147
a30,b117,213
a30,b118,35
a30,b119,11
a30,b120,318
a30,b121,367
a30,b122,94
a30,a123,267
a30,a124,297
a30,a125,342
a30,a126,171
a30,a127,257
a30,a128,87
a30,b129,105
a30,b130,55
a30,a131,204
a30,a132,348
a30,a133,346
a30,c134,4
a30,c135,3
a30,c136,3
a30,c137,4
a30,c138,6
a30,c139,12
a30,a140,2909
a30,a141,2559
a30,a142,2868
a30,a143,2790
a30,a144,998
a30,a145,400
a30,a146,1676
a30,a147,1256
a30,a148,597
a30,a149,326
a30,a150,289
a30,a151,897
a30,a152,1786
a30,a153,490
a30,a154,815
a30,a155,246
a30,a156,210
a30,a157,2316
a30,a158,2788
a30,a159,684
a30,a160,2952
a30,a161,219
a30,a162,699
a30,a163,360
a30,a164,1097
a30,a165,763
a30,a166,1173
a30,a167,1892
a30,a168,405
a30,a169,1642
a30,a170,2344
a30,a171,964
a30,a172,595
a30,a173,933
a30,a174,1626
a30,a175,833
a30,a176,814
a30,a177,679
a30,a178,839
a30,a179,1033
a30,a180,1308
a30,a181,361
a30,a182,487
a30,a183,322
a30,a184,266
a30,a185,459
a30,a186,332
a30,a187,107
a30,b188,52
a30,c189,6
a30,c190,0
a30,c191,1
a30,c192,1
a30,b193,136
a30,a194,27
a30,a195,5
b31,b32,1200
b31,b33,1094
b31,c34,405
b31,c35,442
b31,c36,491
b31,c37,477
b31,c38,470
b31,c39,403
b31,c40,487
b31,c41,376
b31,c42,447
b31,c43,482
b31,c44,0
b31,b45,0
b31,b46,141
b31,c47,358
b31,a48,72
b31,b49,1368
b31,b50,1635
b31,b51,1288
b31,b52,762
b31,a53,75
b31,a54,79
b31,c55,467
b31,c56,775
b31,b57,1970
b31,b58,509
b31,b59,1231
b31,a60,459
b31,a61,264
b31,a62,296
b31,a63,1026
b31,b64,0
b31,b65,38
b31,b66,0
b31,b67,1293
b31,c68,1894
b31,b69,1653
b31,b70,1602
b31,c71,1303
b31,c72,1601
b31,c73,680
b31,c74,1141
b31,c75,314
b31,c76,413
b31,c77,309
b31,c78,405
b31,c79,406
b31,c80,6
b31,c81,0
b31,c82,104
b31,c83,483
b31,c84,482
b31,c85,353
b31,a86,116
b31,a87,235
b31,a88,97
b31,c89,313
b31,c90,547
b31,a91,269
b31,c92,232
b31,c93,35
b31,a94,1702
b31,c95,261
b31,c96,277
b31,c97,266
b31,c98,262
b31,c99,184
b31,c100,453
b31,c101,238
b31,c102,377
b31,c103,164
b31,c104,4
b31,c105,147
b31,c106,216
b31,c107,221
b31,c108,133
b31,c109,104
b31,c110,147
b31,a111,622
b31,a112,855
b31,a113,301
b31,a114,867
b31,a115,1669
b31,a116,270
b31,b117,0
b31,b118,0
b31,b119,0
b31,b120,0
b31,b121,0
b31,b122,1077
b31,a123,141
b31,a124,293
b31,a125,125
b31,a126,143
b31,a127,86
b31,a128,716
b31,b129,1840
b31,b130,1412
b31,a131,45
b31,a132,40
b31,a133,54
b31,c134,192
b31,c135,158
b31,c136,374
b31,c137,132
b31,c138,513
b31,c139,234
b31,a140,236
b31,a141,276
b31,a142,167
b31,a143,155
b31,a144,249
b31,a145,172
b31,a146,320
b31,a147,359
b31,a148,1
b31,a149,1073
b31,a150,865
b31,a151,83
b31,a152,119
b31,a153,204
b31,a154,236
b31,a155,69
b31,a156,50
b31,a157,439
b31,a158,319
b31,a159,494
b31,a160,323
b31,a161,573
b31,a162,1051
b31,a163,405
b31,a164,401
b31,a165,449
b31,a166,758
b31,a167,349
b31,a168,1417
b31,a169,178
b31,a170,210
b31,a171,174
b31,a172,172
b31,a173,209
b31,a174,263
b31,a175,118
b31,a176,85
b31,a177,82
b31,a178,123
b31,a179,117
b31,a180,183
b31,a181,66
b31,a182,80
b31,a183,55
b31,a184,66
b31,a185,106
b31,a186,38
b31,a187,60
b31,b188,200
b31,c189,148
b31,c190,118
b31,c191,257
b31,c192,217
b31,b193,1974
b31,a194,187
b31,a195,80
b32,b33,0
b32,c34,562
b32,c35,724
b32,c36,742
b32,c37,502
b32,c38,387
b32,c39,206
b32,c40,177
b32,c41,149
b32,c42,286
b32,c43,263
b32,c44,723
b32,b45,786
b32,b46,568
b32,c47,508
b32,a48,874
b32,b49,20
b32,b50,0
b32,b51,0
b32,b52,126
b32,a53,893
b32,a54,894
b32,c55,774
b32,c56,415
b32,b57,248
b32,b58,370
b32,b59,232
b32,a60,178
b32,a61,146
b32,a62,139
b32,a63,179
b32,b64,870
b32,b65,668
b32,b66,1313
b32,b67,0
b32,c68,4
b32,b69,0
b32,b70,0
b32,c71,239
b32,c72,376
b32,c73,305
b32,c74,136
b32,c75,423
b32,c76,379
b32,c77,226
b32,c78,321
b32,c79,323
b32,c80,785
b32,c81,919
b32,c82,986
b32,c83,420
b32,c84,671
b32,c85,607
b32,a86,927
b32,a87,710
b32,a88,921
b32,c89,748
b32,c90,264
b32,a91,227
b32,c92,103
b32,c93,921
b32,a94,0
b32,c95,368
b32,c96,238
b32,c97,384
b32,c98,370
b32,c99,509
b32,c100,345
b32,c101,369
b32,c102,489
b32,c103,632
b32,c104,628
b32,c105,766
b32,c106,764
b32,c107,753
b32,c108,767
b32,c109,610
b32,c110,633
b32,a111,412
b32,a112,284
b32,a113,240
b32,a114,642
b32,a115,374
b32,a116,261
b32,b117,315
b32,b118,88
b32,b119,1298
b32,b120,1141
b32,b121,743
b32,b122,0
b32,a123,828
b32,a124,476
b32,a125,885
b32,a126,864
b32,a127,911
b32,a128,428
b32,b129,2
b32,b130,264
b32,a131,599
b32,a132,480
b32,a133,603
b32,c134,782
b32,c135,795
b32,c136,613
b32,c137,795
b32,c138,550
b32,c139,635
b32,a140,438
b32,a141,738
b32,a142,262
b32,a143,383
b32,a144,327
b32,a145,236
b32,a146,393
b32,a147,581
b32,a148,1048
b32,a149,0
b32,a150,7
b32,a151,523
b32,a152,496
b32,a153,654
b32,a154,631
b32,a155,814
b32,a156,684
b32,a157,947
b32,a158,618
b32,a159,1141
b32,a160,739
b32,a161,1264
b32,a162,967
b32,a163,961
b32,a164,802
b32,a165,445
b32,a166,933
b32,a167,918
b32,a168,585
b32,a169,726
b32,a170,738
b32,a171,872
b32,a172,879
b32,a173,909
b32,a174,912
b32,a175,716
b32,a176,588
b32,a177,691
b32,a178,804
b32,a179,716
b32,a180,843
b32,a181,757
b32,a182,734
b32,a183,632
b32,a184,779
b32,a185,908
b32,a186,513
b32,a187,819
b32,b188,714
b32,c189,813
b32,c190,404
b32,c191,75
b32,c192,48
b32,b193,179
b32,a194,96
b32,a195,58
b33,c34,429
b33,c35,620
b33,c36,592
b33,c37,345
b33,c38,233
b33,c39,122
b33,c40,92
b33,c41,85
b33,c42,147
b33,c43,146
b33,c44,492
b33,b45,543
b33,b46,394
b33,c47,350
b33,a48,632
b33,b49,0
b33,b50,0
b33,b51,0
b33,b52,0
b33,a53,610
b33,a54,629
b33,c55,653
b33,c56,294
b33,b57,162
b33,b58,206
b33,b59,131
b33,a60,74
b33,a61,54
b33,a62,53
b33,a63,95
b33,b64,548
b33,b65,436
b33,b66,1336
b33,b67,93
b33,c68,0
b33,b69,0
b33,b70,0
b33,c71,123
b33,c72,291
b33,c73,557
b33,c74,843
b33,c75,329
b33,c76,263
b33,c77,145
b33,c78,199
b33,c79,201
b33,c80,536
b33,c81,685
b33,c82,807
b33,c83,252
b33,c84,465
b33,c85,379
b33,a86,531
b33,a87,66
b33,a88,566
b33,c89,646
b33,c90,156
b33,a91,88
b33,c92,1176
b33,c93,953
b33,a94,90
b33,c95,293
b33,c96,164
b33,c97,307
b33,c98,295
b33,c99,275
b33,c100,182
b33,c101,198
b33,c102,292
b33,c103,392
b33,c104,380
b33,c105,667
b33,c106,650
b33,c107,613
b33,c108,672
b33,c109,556
b33,c110,571
b33,a111,193
b33,a112,138
b33,a113,91
b33,a114,448
b33,a115,243
b33,a116,106
b33,b117,1179
b33,b118,1215
b33,b119,1358
b33,b120,1054
b33,b121,1157
b33,b122,534
b33,a123,451
b33,a124,372
b33,a125,606
b33,a126,450
b33,a127,611
b33,a128,13
b33,b129,581
b33,b130,1461
b33,a131,426
b33,a132,329
b33,a133,385
b33,c134,588
b33,c135,675
b33,c136,463
b33,c137,681
b33,c138,251
b33,c139,226
b33,a140,186
b33,a141,343
b33,a142,108
b33,a143,164
b33,a144,137
b33,a145,99
b33,a146,166
b33,a147,255
b33,a148,797
b33,a149,235
b33,a150,424
b33,a151,268
b33,a152,242
b33,a153,565
b33,a154,621
b33,a155,564
b33,a156,523
b33,a157,572
b33,a158,271
b33,a159,954
b33,a160,349
b33,a161,1203
b33,a162,1157
b33,a163,1418
b33,a164,672
b33,a165,688
b33,a166,844
b33,a167,534
b33,a168,1236
b33,a169,340
b33,a170,348
b33,a171,520
b33,a172,614
b33,a173,581
b33,a174,538
b33,a175,379
b33,a176,315
b33,a177,404
b33,a178,485
b33,a179,370
b33,a180,434
b33,a181,508
b33,a182,440
b33,a183,440
b33,a184,534
b33,a185,600
b33,a186,430
b33,a187,634
b33,b188,66
b33,c189,631
b33,c190,373
b33,c191,40
b33,c192,24
b33,b193,120
b33,a194,35
b33,a195,24
c34,c35,0
c34,c36,0
c34,c37,0
c34,c38,318
c34,c39,2102
c34,c40,2915
c34,c41,2753
c34,c42,2961
c34,c43,2557
c34,c44,673
c34,b45,361
c34,b46,83
c34,c47,201
c34,a48,12
c34,b49,14
c34,b50,87
c34,b51,201
c34,b52,166
c34,a53,15
c34,a54,9
c34,c55,225
c34,c56,1562
c34,b57,13
c34,b58,272
c34,b59,165
c34,a60,13
c34,a61,4
c34,a62,5
c34,a63,6
c34,b64,560
c34,b65,181
c34,b66,21
c34,b67,441
c34,c68,323
c34,b69,457
c34,b70,122
c34,c71,393
c34,c72,932
c34,c73,185
c34,c74,238
c34,c75,0
c34,c76,0
c34,c77,726
c34,c78,339
c34,c79,113
c34,c80,1605
c34,c81,1012
c34,c82,679
c34,c83,731
c34,c84,0
c34,c85,1010
c34,a86,43
c34,a87,98
c34,a88,32
c34,c89,1687
c34,c90,2194
c34,a91,2
c34,c92,185
c34,c93,1123
c34,a94,12
c34,c95,0
c34,c96,184
c34,c97,0
c34,c98,0
c34,c99,2623
c34,c100,2712
c34,c101,2654
c34,c102,824
c34,c103,2249
c34,c104,2149
c34,c105,2038
c34,c106,2965
c34,c107,2617
c34,c108,1724
c34,c109,2004
c34,c110,2762
c34,a111,11
c34,a112,13
c34,a113,2
c34,a114,10
c34,a115,19
c34,a116,2
c34,b117,645
c34,b118,291
c34,b119,168
c34,b120,467
c34,b121,600
c34,b122,383
c34,a123,10
c34,a124,12
c34,a125,3
c34,a126,18
c34,a127,4
c34,a128,33
c34,b129,48
c34,b130,21
c34,a131,2
c34,a132,1
c34,a133,1
c34,c134,1559
c34,c135,1716
c34,c136,1947
c34,c137,1378
c34,c138,1352
c34,c139,1037
c34,a140,1
c34,a141,5
c34,a142,1
c34,a143,2
c34,a144,2
c34,a145,1
c34,a146,4
c34,a147,10
c34,a148,33
c34,a149,100
c34,a150,39
c34,a151,2
c34,a152,1
c34,a153,6
c34,a154,12
c34,a155,3
c34,a156,3
c34,a157,25
c34,a158,8
c34,a159,14
c34,a160,4
c34,a161,17
c34,a162,60
c34,a163,67
c34,a164,14
c34,a165,20
c34,a166,28
c34,a167,10
c34,a168,28
c34,a169,2
c34,a170,3
c34,a171,4
c34,a172,6
c34,a173,6
c34,a174,4
c34,a175,3
c34,a176,2
c34,a177,2
c34,a178,2
c34,a179,2
c34,a180,3
c34,a181,1
c34,a182,1
c34,a183,1
c34,a184,3
c34,a185,2
c34,a186,2
c34,a187,18
c34,b188,268
c34,c189,1108
c34,c190,2964
c34,c191,2261
c34,c192,1276
c34,b193,6
c34,a194,1
c34,a195,0
c35,c36,0
c35,c37,44
c35,c38,2172
c35,c39,2974
c35,c40,2303
c35,c41,2930
c35,c42,2646
c35,c43,2946
c35,c44,562
c35,b45,325
c35,b46,69
c35,c47,163
c35,a48,21
c35,b49,25
c35,b50,131
c35,b51,299
c35,b52,297
c35,a53,28
c35,a54,16
c35,c55,0
c35,c56,0
c35,b57,11
c35,b58,226
c35,b59,130
c35,a60,11
c35,a61,4
c35,a62,4
c35,a63,5
c35,b64,515
c35,b65,163
c35,b66,26
c35,b67,558
c35,c68,239
c35,b69,454
c35,b70,134
c35,c71,409
c35,c72,462
c35,c73,0
c35,c74,0
c35,c75,0
c35,c76,108
c35,c77,2330
c35,c78,2225
c35,c79,1523
c35,c80,1539
c35,c81,979
c35,c82,1182
c35,c83,2240
c35,c84,165
c35,c85,1945
c35,a86,84
c35,a87,194
c35,a88,60
c35,c89,0
c35,c90,8
c35,a91,1
c35,c92,79
c35,c93,583
c35,a94,20
c35,c95,0
c35,c96,1363
c35,c97,0
c35,c98,0
c35,c99,2679
c35,c100,2899
c35,c101,2507
c35,c102,2217
c35,c103,2489
c35,c104,2042
c35,c105,2752
c35,c106,642
c35,c107,1806
c35,c108,2761
c35,c109,2866
c35,c110,1831
c35,a111,10
c35,a112,12
c35,a113,2
c35,a114,10
c35,a115,17
c35,a116,2
c35,b117,696
c35,b118,279
c35,b119,171
c35,b120,509
c35,b121,655
c35,b122,398
c35,a123,17
c35,a124,19
c35,a125,4
c35,a126,33
c35,a127,7
c35,a128,60
c35,b129,69
c35,b130,30
c35,a131,3
c35,a132,2
c35,a133,1
c35,c134,2513
c35,c135,2696
c35,c136,1959
c35,c137,2504
c35,c138,1697
c35,c139,1920
c35,a140,1
c35,a141,7
c35,a142,1
c35,a143,2
c35,a144,3
c35,a145,1
c35,a146,5
c35,a147,10
c35,a148,36
c35,a149,145
c35,a150,58
c35,a151,2
c35,a152,1
c35,a153,8
c35,a154,17
c35,a155,5
c35,a156,5
c35,a157,33
c35,a158,9
c35,a159,17
c35,a160,4
c35,a161,23
c35,a162,81
c35,a163,89
c35,a164,20
c35,a165,27
c35,a166,39
c35,a167,13
c35,a168,41
c35,a169,2
c35,a170,4
c35,a171,5
c35,a172,9
c35,a173,7
c35,a174,5
c35,a175,4
c35,a176,3
c35,a177,2
c35,a178,3
c35,a179,2
c35,a180,3
c35,a181,1
c35,a182,1
c35,a183,1
c35,a184,4
c35,a185,3
c35,a186,4
c35,a187,34
c35,b188,547
c35,c189,2158
c35,c190,1077
c35,c191,1577
c35,c192,818
c35,b193,5
c35,a194,1
c35,a195,0
c36,c37,0
c36,c38,503
c36,c39,2579
c36,c40,2891
c36,c41,2979
c36,c42,2957
c36,c43,2594
c36,c44,769
c36,b45,459
c36,b46,108
c36,c47,234
c36,a48,19
c36,b49,25
c36,b50,128
c36,b51,290
c36,b52,253
c36,a53,24
c36,a54,15
c36,c55,0
c36,c56,454
c36,b57,20
c36,b58,374
c36,b59,224
c36,a60,19
c36,a61,7
c36,a62,7
c36,a63,8
c36,b64,736
c36,b65,253
c36,b66,34
c36,b67,571
c36,c68,215
c36,b69,432
c36,b70,146
c36,c71,452
c36,c72,486
c36,c73,0
c36,c74,0
c36,c75,54
c36,c76,20
c36,c77,1872
c36,c78,669
c36,c79,641
c36,c80,1448
c36,c81,914
c36,c82,82
c36,c83,470
c36,c84,0
c36,c85,131
c36,a86,70
c36,a87,154
c36,a88,51
c36,c89,682
c36,c90,1355
c36,a91,2
c36,c92,22
c36,c93,54
c36,a94,22
c36,c95,399
c36,c96,1419
c36,c97,311
c36,c98,384
c36,c99,2257
c36,c100,2535
c36,c101,2579
c36,c102,448
c36,c103,1330
c36,c104,1968
c36,c105,2504
c36,c106,2766
c36,c107,2850
c36,c108,2206
c36,c109,2372
c36,c110,2936
c36,a111,16
c36,a112,20
c36,a113,3
c36,a114,17
c36,a115,29
c36,a116,3
c36,b117,721
c36,b118,227
c36,b119,132
c36,b120,553
c36,b121,714
c36,b122,384
c36,a123,16
c36,a124,20
c36,a125,5
c36,a126,29
c36,a127,7
c36,a128,54
c36,b129,74
c36,b130,34
c36,a131,3
c36,a132,2
c36,a133,1
c36,c134,2036
c36,c135,2192
c36,c136,2287
c36,c137,1848
c36,c138,1690
c36,c139,1442
c36,a140,2
c36,a141,8
c36,a142,2
c36,a143,2
c36,a144,4
c36,a145,2
c36,a146,7
c36,a147,15
c36,a148,51
c36,a149,154
c36,a150,61
c36,a151,2
c36,a152,2
c36,a153,8
c36,a154,19
c36,a155,5
c36,a156,5
c36,a157,39
c36,a158,12
c36,a159,23
c36,a160,6
c36,a161,30
c36,a162,91
c36,a163,102
c36,a164,22
c36,a165,30
c36,a166,43
c36,a167,15
c36,a168,45
c36,a169,2
c36,a170,5
c36,a171,5
c36,a172,10
c36,a173,8
c36,a174,6
c36,a175,4
c36,a176,3
c36,a177,3
c36,a178,4
c36,a179,3
c36,a180,4
c36,a181,2
c36,a182,1
c36,a183,1
c36,a184,4
c36,a185,3
c36,a186,3
c36,a187,29
c36,b188,416
c36,c189,1550
c36,c190,2951
c36,c191,1982
c36,c192,1133
c36,b193,9
c36,a194,1
c36,a195,1
c37,c38,0
c37,c39,400
c37,c40,2471
c37,c41,1806
c37,c42,1611
c37,c43,445
c37,c44,794
c37,b45,482
c37,b46,126
c37,c47,268
c37,a48,9
c37,b49,12
c37,b50,71
c37,b51,163
c37,b52,128
c37,a53,12
c37,a54,7
c37,c55,147
c37,c56,2284
c37,b57,25
c37,b58,451
c37,b59,294
c37,a60,24
c37,a61,8
c37,a62,9
c37,a63,11
c37,b64,767
c37,b65,275
c37,b66,29
c37,b67,398
c37,c68,317
c37,b69,434
c37,b70,101
c37,c71,324
c37,c72,949
c37,c73,1051
c37,c74,696
c37,c75,0
c37,c76,0
c37,c77,170
c37,c78,0
c37,c79,0
c37,c80,1223
c37,c81,857
c37,c82,107
c37,c83,0
c37,c84,0
c37,c85,1
c37,a86,33
c37,a87,74
c37,a88,24
c37,c89,2760
c37,c90,2431
c37,a91,3
c37,c92,196
c37,c93,470
c37,a94,11
c37,c95,457
c37,c96,248
c37,c97,504
c37,c98,168
c37,c99,857
c37,c100,484
c37,c101,1148
c37,c102,0
c37,c103,665
c37,c104,1532
c37,c105,1532
c37,c106,2658
c37,c107,2119
c37,c108,1271
c37,c109,1502
c37,c110,2264
c37,a111,17
c37,a112,22
c37,a113,4
c37,a114,16
c37,a115,33
c37,a116,3
c37,b117,705
c37,b118,292
c37,b119,150
c37,b120,523
c37,b121,673
c37,b122,365
c37,a123,8
c37,a124,11
c37,a125,3
c37,a126,15
c37,a127,4
c37,a128,26
c37,b129,45
c37,b130,22
c37,a131,2
c37,a132,1
c37,a133,1
c37,c134,1153
c37,c135,1269
c37,c136,1528
c37,c137,1003
c37,c138,1053
c37,c139,760
c37,a140,2
c37,a141,6
c37,a142,2
c37,a143,2
c37,a144,4
c37,a145,2
c37,a146,7
c37,a147,15
c37,a148,47
c37,a149,88
c37,a150,33
c37,a151,2
c37,a152,1
c37,a153,5
c37,a154,11
c37,a155,3
c37,a156,2
c37,a157,30
c37,a158,12
c37,a159,19
c37,a160,6
c37,a161,22
c37,a162,63
c37,a163,79
c37,a164,14
c37,a165,19
c37,a166,29
c37,a167,12
c37,a168,27
c37,a169,2
c37,a170,4
c37,a171,4
c37,a172,6
c37,a173,5
c37,a174,5
c37,a175,3
c37,a176,2
c37,a177,2
c37,a178,2
c37,a179,2
c37,a180,3
c37,a181,1
c37,a182,1
c37,a183,1
c37,a184,2
c37,a185,2
c37,a186,2
c37,a187,14
c37,b188,202
c37,c189,805
c37,c190,2683
c37,c191,2826
c37,c192,1896
c37,b193,12
c37,a194,2
c37,a195,1
c38,c39,0
c38,c40,292
c38,c41,25
c38,c42,28
c38,c43,0
c38,c44,709
c38,b45,483
c38,b46,133
c38,c47,246
c38,a48,6
c38,b49,8
c38,b50,48
c38,b51,112
c38,b52,82
c38,a53,8
c38,a54,5
c38,c55,414
c38,c56,2061
c38,b57,29
c38,b58,510
c38,b59,364
c38,a60,26
c38,a61,8
c38,a62,10
c38,a63,11
c38,b64,762
c38,b65,284
c38,b66,26
c38,b67,311
c38,c68,264
c38,b69,358
c38,b70,65
c38,c71,210
c38,c72,782
c38,c73,2520
c38,c74,1488
c38,c75,719
c38,c76,0
c38,c77,17
c38,c78,0
c38,c79,0
c38,c80,1309
c38,c81,919
c38,c82,281
c38,c83,0
c38,c84,0
c38,c85,19
c38,a86,22
c38,a87,48
c38,a88,16
c38,c89,2676
c38,c90,1814
c38,a91,2
c38,c92,258
c38,c93,757
c38,a94,7
c38,c95,2276
c38,c96,87
c38,c97,2474
c38,c98,1368
c38,c99,313
c38,c100,0
c38,c101,269
c38,c102,0
c38,c103,654
c38,c104,1558
c38,c105,845
c38,c106,1674
c38,c107,1245
c38,c108,693
c38,c109,820
c38,c110,1326
c38,a111,15
c38,a112,22
c38,a113,3
c38,a114,16
c38,a115,36
c38,a116,2
c38,b117,682
c38,b118,291
c38,b119,157
c38,b120,502
c38,b121,645
c38,b122,304
c38,a123,5
c38,a124,7
c38,a125,1
c38,a126,10
c38,a127,2
c38,a128,17
c38,b129,36
c38,b130,18
c38,a131,1
c38,a132,0
c38,a133,0
c38,c134,639
c38,c135,694
c38,c136,894
c38,c137,549
c38,c138,635
c38,c139,429
c38,a140,1
c38,a141,5
c38,a142,1
c38,a143,1
c38,a144,3
c38,a145,1
c38,a146,5
c38,a147,13
c38,a148,42
c38,a149,66
c38,a150,24
c38,a151,1
c38,a152,1
c38,a153,3
c38,a154,8
c38,a155,2
c38,a156,1
c38,a157,26
c38,a158,9
c38,a159,16
c38,a160,4
c38,a161,19
c38,a162,56
c38,a163,71
c38,a164,11
c38,a165,14
c38,a166,24
c38,a167,9
c38,a168,23
c38,a169,1
c38,a170,3
c38,a171,2
c38,a172,4
c38,a173,4
c38,a174,3
c38,a175,2
c38,a176,1
c38,a177,1
c38,a178,1
c38,a179,1
c38,a180,2
c38,a181,0
c38,a182,0
c38,a183,0
c38,a184,1
c38,a185,1
c38,a186,1
c38,a187,9
c38,b188,127
c38,c189,450
c38,c190,1883
c38,c191,2477
c38,c192,2864
c38,b193,15
c38,a194,2
c38,a195,1
c39,c40,0
c39,c41,0
c39,c42,63
c39,c43,0
c39,c44,799
c39,b45,420
c39,b46,121
c39,c47,264
c39,a48,3
c39,b49,4
c39,b50,25
c39,b51,58
c39,b52,43
c39,a53,4
c39,a54,3
c39,c55,2639
c39,c56,1390
c39,b57,25
c39,b58,425
c39,b59,325
c39,a60,24
c39,a61,7
c39,a62,10
c39,a63,11
c39,b64,636
c39,b65,233
c39,b66,19
c39,b67,166
c39,c68,156
c39,b69,205
c39,b70,35
c39,c71,115
c39,c72,466
c39,c73,2310
c39,c74,1357
c39,c75,2290
c39,c76,328
c39,c77,121
c39,c78,0
c39,c79,105
c39,c80,1603
c39,c81,1008
c39,c82,1621
c39,c83,23
c39,c84,1224
c39,c85,1933
c39,a86,12
c39,a87,25
c39,a88,8
c39,c89,1931
c39,c90,1161
c39,a91,2
c39,c92,225
c39,c93,1906
c39,a94,3
c39,c95,2836
c39,c96,175
c39,c97,2965
c39,c98,2316
c39,c99,1355
c39,c100,67
c39,c101,1128
c39,c102,761
c39,c103,1875
c39,c104,2097
c39,c105,498
c39,c106,1038
c39,c107,739
c39,c108,402
c39,c109,514
c39,c110,827
c39,a111,13
c39,a112,19
c39,a113,3
c39,a114,12
c39,a115,30
c39,a116,3
c39,b117,495
c39,b118,230
c39,b119,163
c39,b120,360
c39,b121,462
c39,b122,173
c39,a123,3
c39,a124,4
c39,a125,1
c39,a126,5
c39,a127,1
c39,a128,9
c39,b129,20
c39,b130,10
c39,a131,0
c39,a132,0
c39,a133,0
c39,c134,363
c39,c135,402
c39,c136,511
c39,c137,312
c39,c138,349
c39,c139,236
c39,a140,1
c39,a141,4
c39,a142,1
c39,a143,1
c39,a144,3
c39,a145,1
c39,a146,5
c39,a147,12
c39,a148,32
c39,a149,35
c39,a150,13
c39,a151,1
c39,a152,1
c39,a153,2
c39,a154,5
c39,a155,1
c39,a156,1
c39,a157,18
c39,a158,8
c39,a159,11
c39,a160,4
c39,a161,13
c39,a162,34
c39,a163,46
c39,a164,7
c39,a165,8
c39,a166,15
c39,a167,7
c39,a168,13
c39,a169,1
c39,a170,2
c39,a171,2
c39,a172,2
c39,a173,3
c39,a174,2
c39,a175,1
c39,a176,1
c39,a177,1
c39,a178,1
c39,a179,1
c39,a180,1
c39,a181,0
c39,a182,0
c39,a183,0
c39,a184,1
c39,a185,1
c39,a186,0
c39,a187,5
c39,b188,66
