O_id,D_id,flow
a23,a91,125
a23,a92,106
a23,a93,68
a23,a94,80
a23,a95,327
a23,a96,209
a23,a97,205
a23,a98,393
a23,a99,12
a23,a100,10
a23,a101,22
a23,a102,26
a23,a103,26
a23,a104,21
a23,a105,24
a23,a106,30
a23,a107,15
a23,a108,14
a23,a109,19
a23,a110,680
a23,a111,476
a23,a112,60
a23,a113,3
a23,a114,6
a23,a115,19
a23,a116,20
a23,a117,17
a23,a118,48
a23,a119,110
a23,a120,24
a23,a121,43
a23,a122,113
a23,a123,963
a23,a124,918
a23,a125,2133
a23,a126,1859
a23,a127,2351
a23,a128,1871
a23,a129,1195
a23,a130,1099
a23,a131,2312
a23,a132,1323
a23,a133,2116
a23,a134,430
a23,a135,286
a23,a136,952
a23,a137,612
a23,a138,175
a23,a139,1134
a23,a140,1540
a23,a141,1778
a23,a142,831
a23,a143,749
a23,a144,698
a23,a145,2036
a23,a146,1640
a23,a147,1228
a23,a148,620
a23,a149,742
a23,a150,803
a23,a151,51
a23,a152,82
a23,a153,51
a23,a154,55
a23,a155,33
a23,a156,4
a23,a157,6
a23,a158,7
a23,a159,4
a23,a160,3
a23,a161,5
a23,a162,4
a23,a163,3
a23,a164,10
a23,a165,12
a23,a166,12
a23,a167,11
a23,a168,10
a23,a169,1134
a23,a170,1628
a23,a171,1253
a23,a172,696
a23,a173,1667
a23,a174,395
a23,a175,633
a23,a176,942
a23,a177,1174
a23,a178,543
a23,a179,547
a23,a180,49
a23,a181,0
a23,a182,1624
a23,a183,1678
a23,a184,684
a23,a185,202
a23,a186,6
a23,a187,2
a23,a188,3
a23,a189,9
a23,a190,29
a23,a191,1411
a24,a25,0
a24,a26,0
a24,a27,1413
a24,a28,816
a24,a29,1846
a24,a30,1694
a24,a31,1549
a24,a32,1790
a24,a33,1026
a24,a34,466
a24,a35,308
a24,a36,71
a24,a37,1
a24,a38,2
a24,a39,2
a24,a40,2144
a24,a41,150
a24,a42,874
a24,a43,2379
a24,a44,2268
a24,a45,1997
a24,a46,2269
a24,a47,862
a24,a48,351
a24,a49,131
a24,a50,3
a24,a51,1
a24,a52,1740
a24,a53,837
a24,a54,1535
a24,a55,1767
a24,a56,43
a24,a57,275
a24,a58,5
a24,a59,4
a24,a60,6
a24,a61,5
a24,a62,4
a24,a63,34
a24,a64,855
a24,a65,953
a24,a66,1349
a24,a67,1263
a24,a68,781
a24,a69,1
a24,a70,1
a24,a71,0
a24,a72,0
a24,a73,1
a24,a74,1
a24,a75,0
a24,a76,127
a24,a77,135
a24,a78,239
a24,a79,144
a24,a80,1095
a24,a81,1591
a24,a82,1959
a24,a83,1043
a24,a84,815
a24,a85,969
a24,a86,403
a24,a87,1907
a24,a88,1347
a24,a89,1818
a24,a90,1866
a24,a91,2
a24,a92,18
a24,a93,12
a24,a94,2
a24,a95,7
a24,a96,15
a24,a97,2
a24,a98,4
a24,a99,466
a24,a100,1062
a24,a101,381
a24,a102,197
a24,a103,117
a24,a104,1522
a24,a105,897
a24,a106,1155
a24,a107,1661
a24,a108,2129
a24,a109,2032
a24,a110,255
a24,a111,33
a24,a112,435
a24,a113,169
a24,a114,839
a24,a115,110
a24,a116,39
a24,a117,703
a24,a118,34
a24,a119,35
a24,a120,31
a24,a121,41
a24,a122,63
a24,a123,7
a24,a124,11
a24,a125,1
a24,a126,4
a24,a127,1
a24,a128,2
a24,a129,5
a24,a130,11
a24,a131,2
a24,a132,14
a24,a133,8
a24,a134,34
a24,a135,65
a24,a136,34
a24,a137,19
a24,a138,39
a24,a139,109
a24,a140,54
a24,a141,27
a24,a142,80
a24,a143,175
a24,a144,295
a24,a145,17
a24,a146,72
a24,a147,4
a24,a148,14
a24,a149,10
a24,a150,11
a24,a151,106
a24,a152,116
a24,a153,68
a24,a154,272
a24,a155,414
a24,a156,34
a24,a157,100
a24,a158,20
a24,a159,0
a24,a160,104
a24,a161,231
a24,a162,0
a24,a163,0
a24,a164,220
a24,a165,151
a24,a166,414
a24,a167,91
a24,a168,108
a24,a169,55
a24,a170,40
a24,a171,63
a24,a172,6
a24,a173,13
a24,a174,16
a24,a175,16
a24,a176,38
a24,a177,25
a24,a178,13
a24,a179,8
a24,a180,7
a24,a181,5
a24,a182,1
a24,a183,1
a24,a184,3
a24,a185,1
a24,a186,1406
a24,a187,0
a24,a188,874
a24,a189,250
a24,a190,31
a24,a191,1
a25,a26,0
a25,a27,879
a25,a28,134
a25,a29,1486
a25,a30,2022
a25,a31,1912
a25,a32,2028
a25,a33,1567
a25,a34,656
a25,a35,437
a25,a36,107
a25,a37,2
a25,a38,3
a25,a39,3
a25,a40,169
a25,a41,0
a25,a42,0
a25,a43,869
a25,a44,458
a25,a45,1784
a25,a46,1532
a25,a47,1025
a25,a48,487
a25,a49,195
a25,a50,4
a25,a51,1
a25,a52,1716
a25,a53,1085
a25,a54,1557
a25,a55,1713
a25,a56,64
a25,a57,397
a25,a58,8
a25,a59,7
a25,a60,8
a25,a61,8
a25,a62,7
a25,a63,20
a25,a64,959
a25,a65,915
a25,a66,1393
a25,a67,1539
a25,a68,1184
a25,a69,1
a25,a70,1
a25,a71,0
a25,a72,0
a25,a73,1
a25,a74,1
a25,a75,0
a25,a76,154
a25,a77,147
a25,a78,294
a25,a79,183
a25,a80,25
a25,a81,510
a25,a82,895
a25,a83,17
a25,a84,1103
a25,a85,1241
a25,a86,578
a25,a87,1828
a25,a88,1611
a25,a89,1652
a25,a90,351
a25,a91,2
a25,a92,26
a25,a93,20
a25,a94,3
a25,a95,10
a25,a96,22
a25,a97,3
a25,a98,5
a25,a99,826
a25,a100,1559
a25,a101,656
a25,a102,351
a25,a103,220
a25,a104,1767
a25,a105,1325
a25,a106,1479
a25,a107,1743
a25,a108,1745
a25,a109,1697
a25,a110,357
a25,a111,49
a25,a112,657
a25,a113,1619
a25,a114,1766
a25,a115,91
a25,a116,23
a25,a117,692
a25,a118,28
a25,a119,35
a25,a120,23
a25,a121,37
a25,a122,67
a25,a123,8
a25,a124,13
a25,a125,1
a25,a126,5
a25,a127,1
a25,a128,2
a25,a129,6
a25,a130,13
a25,a131,2
a25,a132,18
a25,a133,10
a25,a134,38
a25,a135,76
a25,a136,41
a25,a137,23
a25,a138,43
a25,a139,153
a25,a140,72
a25,a141,34
a25,a142,101
a25,a143,224
a25,a144,380
a25,a145,23
a25,a146,99
a25,a147,5
a25,a148,22
a25,a149,15
a25,a150,16
a25,a151,170
a25,a152,180
a25,a153,118
a25,a154,439
a25,a155,656
a25,a156,0
a25,a157,0
a25,a158,0
a25,a159,288
a25,a160,1391
a25,a161,1236
a25,a162,102
a25,a163,0
a25,a164,179
a25,a165,126
a25,a166,359
a25,a167,62
a25,a168,72
a25,a169,81
a25,a170,56
a25,a171,92
a25,a172,9
a25,a173,17
a25,a174,23
a25,a175,24
a25,a176,56
a25,a177,37
a25,a178,19
a25,a179,12
a25,a180,10
a25,a181,7
a25,a182,1
a25,a183,1
a25,a184,5
a25,a185,1
a25,a186,1758
a25,a187,300
a25,a188,1962
a25,a189,173
a25,a190,23
a25,a191,2
a26,a27,1996
a26,a28,1691
a26,a29,1903
a26,a30,1978
a26,a31,1838
a26,a32,2028
a26,a33,1362
a26,a34,465
a26,a35,311
a26,a36,73
a26,a37,2
a26,a38,3
a26,a39,2
a26,a40,993
a26,a41,27
a26,a42,19
a26,a43,1562
a26,a44,1505
a26,a45,2079
a26,a46,2023
a26,a47,725
a26,a48,300
a26,a49,128
a26,a50,3
a26,a51,1
a26,a52,1657
a26,a53,810
a26,a54,1400
a26,a55,1714
a26,a56,50
a26,a57,283
a26,a58,5
a26,a59,4
a26,a60,5
a26,a61,5
a26,a62,5
a26,a63,29
a26,a64,957
a26,a65,849
a26,a66,1480
a26,a67,1525
a26,a68,1815
a26,a69,1
a26,a70,1
a26,a71,0
a26,a72,0
a26,a73,1
a26,a74,1
a26,a75,0
a26,a76,105
a26,a77,115
a26,a78,196
a26,a79,117
a26,a80,1470
a26,a81,2167
a26,a82,2248
a26,a83,1384
a26,a84,891
a26,a85,1030
a26,a86,442
a26,a87,1930
a26,a88,1416
a26,a89,1796
a26,a90,1587
a26,a91,3
a26,a92,24
a26,a93,18
a26,a94,4
a26,a95,8
a26,a96,19
a26,a97,4
a26,a98,4
a26,a99,643
a26,a100,1358
a26,a101,502
a26,a102,263
a26,a103,167
a26,a104,1677
a26,a105,1134
a26,a106,1302
a26,a107,1834
a26,a108,2102
a26,a109,2016
a26,a110,217
a26,a111,34
a26,a112,518
a26,a113,1728
a26,a114,1861
a26,a115,97
a26,a116,36
a26,a117,657
a26,a118,28
a26,a119,29
a26,a120,27
a26,a121,37
a26,a122,53
a26,a123,6
a26,a124,9
a26,a125,1
a26,a126,4
a26,a127,1
a26,a128,2
a26,a129,4
a26,a130,9
a26,a131,2
a26,a132,12
a26,a133,7
a26,a134,28
a26,a135,55
a26,a136,28
a26,a137,16
a26,a138,32
a26,a139,90
a26,a140,45
a26,a141,22
a26,a142,65
a26,a143,142
a26,a144,240
a26,a145,15
a26,a146,59
a26,a147,4
a26,a148,15
a26,a149,10
a26,a150,10
a26,a151,129
a26,a152,138
a26,a153,90
a26,a154,335
a26,a155,514
a26,a156,474
a26,a157,703
a26,a158,350
a26,a159,515
a26,a160,1628
a26,a161,1746
a26,a162,541
a26,a163,3
a26,a164,162
a26,a165,128
a26,a166,331
a26,a167,69
a26,a168,80
a26,a169,50
a26,a170,33
a26,a171,56
a26,a172,5
a26,a173,11
a26,a174,14
a26,a175,15
a26,a176,35
a26,a177,22
a26,a178,11
a26,a179,8
a26,a180,6
a26,a181,4
a26,a182,0
a26,a183,0
a26,a184,3
a26,a185,2
a26,a186,1692
a26,a187,271
a26,a188,1971
a26,a189,187
a26,a190,25
a26,a191,1
a27,a28,0
a27,a29,0
a27,a30,806
a27,a31,740
a27,a32,836
a27,a33,404
a27,a34,636
a27,a35,405
a27,a36,132
a27,a37,4
a27,a38,7
a27,a39,5
a27,a40,1844
a27,a41,1307
a27,a42,2100
a27,a43,1466
a27,a44,1825
a27,a45,1228
a27,a46,1201
a27,a47,679
a27,a48,648
a27,a49,251
a27,a50,25
a27,a51,21
a27,a52,957
a27,a53,1011
a27,a54,564
a27,a55,1336
a27,a56,73
a27,a57,362
a27,a58,24
a27,a59,14
a27,a60,19
a27,a61,19
a27,a62,12
a27,a63,612
a27,a64,49
a27,a65,471
a27,a66,0
a27,a67,208
a27,a68,0
a27,a69,12
a27,a70,13
a27,a71,14
a27,a72,14
a27,a73,10
a27,a74,16
a27,a75,16
a27,a76,574
a27,a77,563
a27,a78,649
a27,a79,573
a27,a80,424
a27,a81,0
a27,a82,242
a27,a83,1288
a27,a84,745
a27,a85,899
a27,a86,504
a27,a87,1537
a27,a88,1158
a27,a89,1427
a27,a90,1847
a27,a91,9
a27,a92,34
a27,a93,21
a27,a94,7
a27,a95,21
a27,a96,37
a27,a97,11
a27,a98,12
a27,a99,262
a27,a100,546
a27,a101,259
a27,a102,146
a27,a103,92
a27,a104,1077
a27,a105,588
a27,a106,875
a27,a107,1045
a27,a108,1587
a27,a109,1580
a27,a110,527
a27,a111,76
a27,a112,415
a27,a113,1073
a27,a114,207
a27,a115,273
a27,a116,606
a27,a117,1
a27,a118,559
a27,a119,457
a27,a120,609
a27,a121,629
a27,a122,606
a27,a123,71
a27,a124,112
a27,a125,26
a27,a126,53
a27,a127,25
a27,a128,30
a27,a129,55
a27,a130,111
a27,a131,36
a27,a132,131
a27,a133,84
a27,a134,339
a27,a135,559
a27,a136,271
a27,a137,204
a27,a138,419
a27,a139,320
a27,a140,249
a27,a141,178
a27,a142,409
a27,a143,551
a27,a144,645
a27,a145,105
a27,a146,263
a27,a147,48
a27,a148,40
a27,a149,30
a27,a150,32
a27,a151,114
a27,a152,133
a27,a153,65
a27,a154,234
a27,a155,320
a27,a156,8
a27,a157,0
a27,a158,22
a27,a159,43
a27,a160,525
a27,a161,7
a27,a162,16
a27,a163,399
a27,a164,634
a27,a165,322
a27,a166,354
a27,a167,646
a27,a168,666
a27,a169,145
a27,a170,151
a27,a171,175
a27,a172,39
a27,a173,67
a27,a174,54
a27,a175,49
a27,a176,98
a27,a177,90
a27,a178,61
a27,a179,29
a27,a180,30
a27,a181,29
a27,a182,8
a27,a183,10
a27,a184,11
a27,a185,4
a27,a186,509
a27,a187,924
a27,a188,1028
a27,a189,730
a27,a190,520
a27,a191,18
a28,a29,0
a28,a30,1358
a28,a31,1254
a28,a32,1401
a28,a33,706
a28,a34,766
a28,a35,512
a28,a36,158
a28,a37,4
a28,a38,7
a28,a39,5
a28,a40,2211
a28,a41,229
a28,a42,2277
a28,a43,2133
a28,a44,2073
a28,a45,1884
a28,a46,1857
a28,a47,544
a28,a48,710
a28,a49,297
a28,a50,18
a28,a51,12
a28,a52,587
a28,a53,1060
a28,a54,257
a28,a55,969
a28,a56,91
a28,a57,470
a28,a58,22
a28,a59,15
a28,a60,19
a28,a61,19
a28,a62,14
a28,a63,202
a28,a64,535
a28,a65,903
a28,a66,264
a28,a67,985
a28,a68,7
a28,a69,7
a28,a70,8
a28,a71,8
a28,a72,7
a28,a73,6
a28,a74,9
a28,a75,8
a28,a76,393
a28,a77,369
a28,a78,532
a28,a79,442
a28,a80,0
a28,a81,0
a28,a82,1
a28,a83,68
a28,a84,1070
a28,a85,1197
a28,a86,652
a28,a87,1642
a28,a88,1496
a28,a89,1042
a28,a90,828
a28,a91,9
a28,a92,42
a28,a93,27
a28,a94,8
a28,a95,22
a28,a96,40
a28,a97,10
a28,a98,13
a28,a99,483
a28,a100,961
a28,a101,463
a28,a102,256
a28,a103,158
a28,a104,1615
a28,a105,1007
a28,a106,1322
a28,a107,1639
a28,a108,1903
a28,a109,1746
a28,a110,570
a28,a111,86
a28,a112,611
a28,a113,1832
a28,a114,1104
a28,a115,268
a28,a116,234
a28,a117,251
a28,a118,203
a28,a119,189
a28,a120,215
a28,a121,254
a28,a122,289
a28,a123,37
a28,a124,59
a28,a125,14
a28,a126,30
a28,a127,13
a28,a128,15
a28,a129,30
a28,a130,60
a28,a131,20
a28,a132,77
a28,a133,50
a28,a134,167
a28,a135,291
a28,a136,155
a28,a137,103
a28,a138,196
a28,a139,323
a28,a140,200
a28,a141,121
a28,a142,289
a28,a143,469
a28,a144,595
a28,a145,80
a28,a146,237
a28,a147,31
a28,a148,44
a28,a149,33
a28,a150,34
a28,a151,175
a28,a152,195
a28,a153,104
a28,a154,383
a28,a155,533
a28,a156,5
a28,a157,0
a28,a158,0
a28,a159,470
a28,a160,1320
a28,a161,257
a28,a162,233
a28,a163,39
a28,a164,419
a28,a165,313
a28,a166,512
a28,a167,276
a28,a168,272
a28,a169,161
a28,a170,144
a28,a171,188
a28,a172,31
a28,a173,56
a28,a174,55
a28,a175,52
a28,a176,110
a28,a177,90
a28,a178,55
a28,a179,30
a28,a180,29
a28,a181,24
a28,a182,5
a28,a183,6
a28,a184,11
a28,a185,4
a28,a186,827
a28,a187,1411
a28,a188,1719
a28,a189,375
a28,a190,171
a28,a191,10
a29,a30,785
a29,a31,733
a29,a32,809
a29,a33,392
a29,a34,671
a29,a35,532
a29,a36,285
a29,a37,21
a29,a38,32
a29,a39,21
a29,a40,1650
a29,a41,1343
a29,a42,1767
a29,a43,1228
a29,a44,1663
a29,a45,1244
a29,a46,1058
a29,a47,0
a29,a48,388
a29,a49,446
a29,a50,102
a29,a51,100
a29,a52,2
a29,a53,310
a29,a54,0
a29,a55,222
a29,a56,181
a29,a57,521
a29,a58,84
a29,a59,49
a29,a60,65
a29,a61,65
a29,a62,45
a29,a63,645
a29,a64,555
a29,a65,1021
a29,a66,316
a29,a67,1108
a29,a68,240
a29,a69,44
a29,a70,47
a29,a71,67
a29,a72,64
a29,a73,34
a29,a74,53
a29,a75,77
a29,a76,525
a29,a77,532
a29,a78,292
a29,a79,452
a29,a80,113
a29,a81,0
a29,a82,0
a29,a83,383
a29,a84,920
a29,a85,956
a29,a86,657
a29,a87,1294
a29,a88,1167
a29,a89,508
a29,a90,916
a29,a91,45
a29,a92,109
a29,a93,68
a29,a94,33
a29,a95,82
a29,a96,121
a29,a97,51
a29,a98,53
a29,a99,349
a29,a100,606
a29,a101,387
a29,a102,243
a29,a103,168
a29,a104,1206
a29,a105,760
a29,a106,1053
a29,a107,1132
a29,a108,1511
a29,a109,1398
a29,a110,402
a29,a111,211
a29,a112,617
a29,a113,1687
a29,a114,1256
a29,a115,584
a29,a116,713
a29,a117,211
a29,a118,625
a29,a119,559
a29,a120,676
a29,a121,718
a29,a122,699
a29,a123,147
a29,a124,209
a29,a125,126
a29,a126,162
a29,a127,105
a29,a128,91
a29,a129,129
a29,a130,222
a29,a131,148
a29,a132,291
a29,a133,227
a29,a134,491
a29,a135,649
a29,a136,437
a29,a137,342
a29,a138,542
a29,a139,455
a29,a140,388
a29,a141,350
a29,a142,496
a29,a143,302
a29,a144,97
a29,a145,285
a29,a146,420
a29,a147,180
a29,a148,132
a29,a149,101
a29,a150,106
a29,a151,228
a29,a152,262
a29,a153,136
a29,a154,399
a29,a155,484
a29,a156,859
a29,a157,34
a29,a158,170
a29,a159,1168
a29,a160,1587
a29,a161,892
a29,a162,1061
a29,a163,1292
a29,a164,796
a29,a165,647
a29,a166,736
a29,a167,713
a29,a168,670
a29,a169,353
a29,a170,367
a29,a171,400
a29,a172,157
a29,a173,227
a29,a174,177
a29,a175,157
a29,a176,266
a29,a177,267
a29,a178,206
a29,a179,100
a29,a180,106
a29,a181,110
a29,a182,24
a29,a183,39
a29,a184,39
a29,a185,21
a29,a186,424
a29,a187,1794
a29,a188,1555
a29,a189,713
a29,a190,511
a29,a191,53
a30,a31,0
a30,a32,0
a30,a33,0
a30,a34,600
a30,a35,533
a30,a36,274
a30,a37,55
a30,a38,53
a30,a39,38
a30,a40,0
a30,a41,1239
a30,a42,591
a30,a43,2
a30,a44,333
a30,a45,0
a30,a46,0
a30,a47,377
a30,a48,324
a30,a49,256
a30,a50,7
a30,a51,5
a30,a52,1085
a30,a53,768
a30,a54,781
a30,a55,1204
a30,a56,361
a30,a57,621
a30,a58,11
a30,a59,21
a30,a60,21
a30,a61,14
a30,a62,31
a30,a63,17
a30,a64,206
a30,a65,149
a30,a66,346
a30,a67,294
a30,a68,684
a30,a69,2
a30,a70,2
a30,a71,3
a30,a72,3
a30,a73,1
a30,a74,2
a30,a75,3
a30,a76,49
a30,a77,51
a30,a78,86
a30,a79,64
a30,a80,1802
a30,a81,1352
a30,a82,1537
a30,a83,1848
a30,a84,1095
a30,a85,1110
a30,a86,776
a30,a87,1381
a30,a88,1271
a30,a89,1434
a30,a90,1333
a30,a91,179
a30,a92,331
a30,a93,332
a30,a94,165
a30,a95,117
a30,a96,222
a30,a97,126
a30,a98,64
a30,a99,556
a30,a100,26
a30,a101,760
a30,a102,808
a30,a103,745
a30,a104,778
a30,a105,65
a30,a106,977
a30,a107,28
a30,a108,602
a30,a109,1219
a30,a110,214
a30,a111,156
a30,a112,885
a30,a113,627
a30,a114,427
a30,a115,46
a30,a116,23
a30,a117,167
a30,a118,16
a30,a119,15
a30,a120,18
a30,a121,24
a30,a122,26
a30,a123,4
a30,a124,6
a30,a125,5
a30,a126,6
a30,a127,4
a30,a128,3
a30,a129,4
a30,a130,7
a30,a131,7
a30,a132,12
a30,a133,10
a30,a134,16
a30,a135,30
a30,a136,18
a30,a137,10
a30,a138,16
a30,a139,94
a30,a140,41
a30,a141,20
a30,a142,39
a30,a143,81
a30,a144,140
a30,a145,20
a30,a146,60
a30,a147,10
a30,a148,80
a30,a149,41
a30,a150,35
a30,a151,599
a30,a152,560
a30,a153,584
a30,a154,810
a30,a155,846
a30,a156,1553
a30,a157,1495
a30,a158,1923
a30,a159,1024
a30,a160,683
a30,a161,713
a30,a162,1173
a30,a163,1673
a30,a164,42
a30,a165,48
a30,a166,74
a30,a167,26
a30,a168,25
a30,a169,95
a30,a170,45
a30,a171,89
a30,a172,13
a30,a173,20
a30,a174,34
a30,a175,51
a30,a176,91
a30,a177,40
a30,a178,21
a30,a179,23
a30,a180,17
a30,a181,11
a30,a182,1
a30,a183,2
a30,a184,14
a30,a185,85
a30,a186,0
a30,a187,1062
a30,a188,418
a30,a189,39
a30,a190,12
a30,a191,2
a31,a32,0
a31,a33,0
a31,a34,699
a31,a35,659
a31,a36,400
a31,a37,96
a31,a38,90
a31,a39,65
a31,a40,1
a31,a41,1248
a31,a42,670
a31,a43,103
a31,a44,236
a31,a45,0
a31,a46,0
a31,a47,403
a31,a48,388
a31,a49,340
a31,a50,9
a31,a51,6
a31,a52,1054
a31,a53,826
a31,a54,750
a31,a55,1174
a31,a56,539
a31,a57,786
a31,a58,15
a31,a59,33
a31,a60,31
a31,a61,20
a31,a62,50
a31,a63,16
a31,a64,188
a31,a65,136
a31,a66,317
a31,a67,268
a31,a68,625
a31,a69,2
a31,a70,2
a31,a71,3
a31,a72,3
a31,a73,1
a31,a74,2
a31,a75,3
a31,a76,47
a31,a77,48
a31,a78,85
a31,a79,65
a31,a80,1676
a31,a81,1252
a31,a82,1467
a31,a83,1722
a31,a84,983
a31,a85,1116
a31,a86,890
a31,a87,1114
a31,a88,1105
a31,a89,1375
a31,a90,1301
a31,a91,310
a31,a92,524
a31,a93,533
a31,a94,288
a31,a95,196
a31,a96,350
a31,a97,216
a31,a98,109
a31,a99,76
a31,a100,0
a31,a101,299
a31,a102,633
a31,a103,687
a31,a104,368
a31,a105,0
a31,a106,518
a31,a107,0
a31,a108,408
a31,a109,951
a31,a110,263
a31,a111,236
a31,a112,771
a31,a113,567
a31,a114,387
a31,a115,43
a31,a116,21
a31,a117,155
a31,a118,15
a31,a119,14
a31,a120,17
a31,a121,23
a31,a122,24
a31,a123,5
a31,a124,7
a31,a125,6
a31,a126,6
a31,a127,4
a31,a128,3
a31,a129,4
a31,a130,7
a31,a131,8
a31,a132,12
a31,a133,12
a31,a134,16
a31,a135,29
a31,a136,19
a31,a137,10
a31,a138,15
a31,a139,115
a31,a140,46
a31,a141,22
a31,a142,40
a31,a143,83
a31,a144,150
a31,a145,23
a31,a146,68
a31,a147,12
a31,a148,124
a31,a149,61
a31,a150,52
a31,a151,767
a31,a152,736
a31,a153,744
a31,a154,829
a31,a155,545
a31,a156,1424
a31,a157,1371
a31,a158,1786
a31,a159,930
a31,a160,619
a31,a161,649
a31,a162,1069
a31,a163,1536
a31,a164,39
a31,a165,45
a31,a166,69
a31,a167,24
a31,a168,23
a31,a169,126
a31,a170,56
a31,a171,115
a31,a172,16
a31,a173,24
a31,a174,47
a31,a175,75
a31,a176,128
a31,a177,52
a31,a178,27
a31,a179,33
a31,a180,24
a31,a181,14
a31,a182,1
a31,a183,2
a31,a184,22
a31,a185,152
a31,a186,0
a31,a187,963
a31,a188,379
a31,a189,36
a31,a190,12
a31,a191,2
a32,a33,6
a32,a34,591
a32,a35,518
a32,a36,259
a32,a37,50
a32,a38,49
a32,a39,35
a32,a40,0
a32,a41,1171
a32,a42,378
a32,a43,0
a32,a44,320
a32,a45,0
a32,a46,0
a32,a47,381
a32,a48,320
a32,a49,247
a32,a50,7
a32,a51,5
a32,a52,1107
a32,a53,769
a32,a54,799
a32,a55,1225
a32,a56,339
a32,a57,599
a32,a58,11
a32,a59,20
a32,a60,19
a32,a61,14
a32,a62,29
a32,a63,17
a32,a64,214
a32,a65,155
a32,a66,360
a32,a67,307
a32,a68,711
a32,a69,2
a32,a70,2
a32,a71,3
a32,a72,2
a32,a73,1
a32,a74,2
a32,a75,3
a32,a76,50
a32,a77,52
a32,a78,87
a32,a79,65
a32,a80,1845
a32,a81,1393
a32,a82,1568
a32,a83,1890
a32,a84,1097
a32,a85,1108
a32,a86,759
a32,a87,1411
a32,a88,1288
a32,a89,1447
a32,a90,1297
a32,a91,164
a32,a92,307
a32,a93,306
a32,a94,151
a32,a95,108
a32,a96,206
a32,a97,116
a32,a98,60
a32,a99,773
a32,a100,51
a32,a101,804
a32,a102,808
a32,a103,727
a32,a104,826
a32,a105,104
a32,a106,1023
a32,a107,52
a32,a108,628
a32,a109,1249
a32,a110,210
a32,a111,147
a32,a112,882
a32,a113,673
a32,a114,447
a32,a115,47
a32,a116,23
a32,a117,173
a32,a118,16
a32,a119,15
a32,a120,18
a32,a121,25
a32,a122,26
a32,a123,4
a32,a124,6
a32,a125,5
a32,a126,6
a32,a127,4
a32,a128,3
a32,a129,4
a32,a130,7
a32,a131,6
a32,a132,12
a32,a133,10
a32,a134,16
a32,a135,31
a32,a136,18
a32,a137,11
a32,a138,16
a32,a139,93
a32,a140,41
a32,a141,21
a32,a142,39
a32,a143,82
a32,a144,142
a32,a145,20
a32,a146,59
a32,a147,10
a32,a148,75
a32,a149,38
a32,a150,34
a32,a151,571
a32,a152,534
a32,a153,554
a32,a154,795
a32,a155,859
a32,a156,1607
a32,a157,1547
a32,a158,1969
a32,a159,1080
a32,a160,725
a32,a161,743
a32,a162,1220
a32,a163,1728
a32,a164,44
a32,a165,49
a32,a166,77
a32,a167,27
a32,a168,26
a32,a169,91
a32,a170,45
a32,a171,86
a32,a172,13
a32,a173,19
a32,a174,32
a32,a175,48
a32,a176,87
a32,a177,38
a32,a178,21
a32,a179,22
a32,a180,16
a32,a181,10
a32,a182,1
a32,a183,2
a32,a184,13
a32,a185,77
a32,a186,0
a32,a187,1154
a32,a188,451
a32,a189,41
a32,a190,13
a32,a191,2
a33,a34,433
a33,a35,427
a33,a36,266
a33,a37,75
a33,a38,66
a33,a39,49
a33,a40,612
a33,a41,1739
a33,a42,1474
a33,a43,185
a33,a44,1368
a33,a45,285
a33,a46,211
a33,a47,215
a33,a48,220
a33,a49,209
a33,a50,6
a33,a51,4
a33,a52,616
a33,a53,498
a33,a54,416
a33,a55,715
a33,a56,400
a33,a57,596
a33,a58,9
a33,a59,22
a33,a60,20
a33,a61,13
a33,a62,35
a33,a63,10
a33,a64,107
a33,a65,78
a33,a66,174
a33,a67,151
a33,a68,343
a33,a69,1
a33,a70,1
a33,a71,2
a33,a72,2
a33,a73,1
a33,a74,1
a33,a75,2
a33,a76,27
a33,a77,28
a33,a78,46
a33,a79,36
a33,a80,1066
a33,a81,712
a33,a82,901
a33,a83,1117
a33,a84,1029
a33,a85,893
a33,a86,673
a33,a87,1330
a33,a88,1158
a33,a89,1068
a33,a90,1579
a33,a91,249
a33,a92,436
a33,a93,493
a33,a94,242
a33,a95,141
a33,a96,242
a33,a97,159
a33,a98,78
a33,a99,178
a33,a100,2
a33,a101,660
a33,a102,795
a33,a103,808
a33,a104,1230
a33,a105,319
a33,a106,1172
a33,a107,311
a33,a108,1369
a33,a109,1395
a33,a110,150
a33,a111,156
a33,a112,942
a33,a113,339
a33,a114,223
a33,a115,26
a33,a116,14
a33,a117,87
a33,a118,9
a33,a119,8
a33,a120,10
a33,a121,14
a33,a122,14
a33,a123,3
a33,a124,4
a33,a125,4
a33,a126,4
a33,a127,3
a33,a128,2
a33,a129,3
a33,a130,4
a33,a131,5
a33,a132,7
a33,a133,7
a33,a134,9
a33,a135,17
a33,a136,11
a33,a137,6
a33,a138,9
a33,a139,65
a33,a140,26
a33,a141,13
a33,a142,23
a33,a143,46
a33,a144,81
a33,a145,13
a33,a146,38
a33,a147,7
a33,a148,81
a33,a149,39
a33,a150,33
a33,a151,730
a33,a152,604
a33,a153,761
a33,a154,859
a33,a155,945
a33,a156,850
a33,a157,809
a33,a158,1142
a33,a159,558
a33,a160,365
a33,a161,366
a33,a162,624
a33,a163,944
a33,a164,24
a33,a165,27
a33,a166,40
a33,a167,15
a33,a168,15
a33,a169,75
a33,a170,32
a33,a171,68
a33,a172,10
a33,a173,14
a33,a174,29
a33,a175,47
a33,a176,78
a33,a177,30
a33,a178,16
a33,a179,21
