O_id,D_id,flow
a24,a96,630
a24,a97,128
a24,a98,597
a24,a99,2368
a24,a100,1496
a24,a101,1474
a24,a102,199
a24,a103,201
a24,a104,64
a24,a105,87
a24,a106,33
a24,a107,1562
a24,a108,738
a24,a109,712
a24,a110,652
a24,a111,1339
a24,a112,1033
a24,a113,837
a24,a114,1067
a24,a115,2184
a24,a116,2539
a24,a117,93
a24,a118,138
a24,a119,125
a24,a120,34
a24,a121,4
a24,a122,31
a24,a123,6
a24,a124,2
a24,a125,0
a24,a126,23
a24,a127,51
a24,a128,178
a24,a129,175
a24,a130,159
a24,a131,2063
a24,a132,1205
a24,a133,2270
a24,a134,1824
a24,a135,2186
a24,a136,771
a24,a137,525
a24,a138,564
a24,a139,662
a24,a140,704
a24,a141,653
a24,a142,325
a24,a143,137
a24,a144,208
a24,a145,380
a24,a146,119
a24,a147,84
a24,a148,82
a24,a149,9
a24,a150,14
a24,a151,6
a24,a152,3
a24,a153,288
a24,a154,200
a24,a155,68
a24,a156,0
a24,a157,115
a24,a158,188
a24,a159,0
a24,a160,233
a24,a161,111
a24,a162,410
a24,a163,247
a24,a164,94
a24,a165,109
a24,a166,342
a24,a167,305
a24,a168,236
a24,a169,113
a24,a170,336
a24,a171,164
a24,a172,195
a24,a173,229
a24,a174,291
a24,a175,325
a24,a176,39
a24,a177,54
a24,a178,32
a24,a179,171
a24,a180,139
a24,a181,385
a24,a182,31
a24,a183,10
a24,a184,19
a24,a185,2
a24,a186,0
a24,a187,1
a24,a188,101
a24,a189,269
a24,a190,1440
a24,a191,154
a24,a192,611
a24,a193,81
a24,a194,160
a25,a26,0
a25,a27,2274
a25,a28,2045
a25,a29,1565
a25,a30,1306
a25,a31,201
a25,a32,2060
a25,a33,1530
a25,a34,2382
a25,a35,2421
a25,a36,2483
a25,a37,1
a25,a38,0
a25,a39,0
a25,a40,1
a25,a41,51
a25,a42,76
a25,a43,13
a25,a44,1
a25,a45,15
a25,a46,0
a25,a47,0
a25,a48,36
a25,a49,85
a25,a50,745
a25,a51,115
a25,a52,9
a25,a53,74
a25,a54,411
a25,a55,430
a25,a56,57
a25,a57,2495
a25,a58,1227
a25,a59,1573
a25,a60,1082
a25,a61,849
a25,a62,28
a25,a63,15
a25,a64,14
a25,a65,7
a25,a66,20
a25,a67,35
a25,a68,7
a25,a69,13
a25,a70,4
a25,a71,14
a25,a72,3
a25,a73,5
a25,a74,9
a25,a75,6
a25,a76,9
a25,a77,15
a25,a78,5
a25,a79,11
a25,a80,44
a25,a81,43
a25,a82,135
a25,a83,224
a25,a84,111
a25,a85,62
a25,a86,130
a25,a87,117
a25,a88,75
a25,a89,23
a25,a90,54
a25,a91,0
a25,a92,126
a25,a93,165
a25,a94,48
a25,a95,268
a25,a96,161
a25,a97,19
a25,a98,318
a25,a99,1572
a25,a100,1929
a25,a101,699
a25,a102,54
a25,a103,55
a25,a104,18
a25,a105,24
a25,a106,10
a25,a107,468
a25,a108,198
a25,a109,210
a25,a110,221
a25,a111,458
a25,a112,272
a25,a113,222
a25,a114,282
a25,a115,733
a25,a116,984
a25,a117,53
a25,a118,73
a25,a119,69
a25,a120,18
a25,a121,3
a25,a122,20
a25,a123,3
a25,a124,1
a25,a125,0
a25,a126,24
a25,a127,47
a25,a128,59
a25,a129,64
a25,a130,0
a25,a131,1215
a25,a132,429
a25,a133,817
a25,a134,956
a25,a135,1475
a25,a136,1712
a25,a137,135
a25,a138,136
a25,a139,166
a25,a140,180
a25,a141,177
a25,a142,91
a25,a143,37
a25,a144,57
a25,a145,102
a25,a146,81
a25,a147,90
a25,a148,98
a25,a149,9
a25,a150,13
a25,a151,5
a25,a152,3
a25,a153,221
a25,a154,374
a25,a155,2
a25,a156,362
a25,a157,131
a25,a158,539
a25,a159,1297
a25,a160,63
a25,a161,86
a25,a162,304
a25,a163,181
a25,a164,88
a25,a165,135
a25,a166,284
a25,a167,188
a25,a168,256
a25,a169,152
a25,a170,385
a25,a171,41
a25,a172,50
a25,a173,53
a25,a174,71
a25,a175,79
a25,a176,67
a25,a177,83
a25,a178,64
a25,a179,148
a25,a180,192
a25,a181,296
a25,a182,9
a25,a183,4
a25,a184,9
a25,a185,1
a25,a186,0
a25,a187,1
a25,a188,128
a25,a189,182
a25,a190,242
a25,a191,0
a25,a192,2217
a25,a193,7
a25,a194,42
a26,a27,1608
a26,a28,1461
a26,a29,1927
a26,a30,1699
a26,a31,95
a26,a32,1111
a26,a33,902
a26,a34,1532
a26,a35,1558
a26,a36,1620
a26,a37,0
a26,a38,0
a26,a39,0
a26,a40,1
a26,a41,30
a26,a42,44
a26,a43,8
a26,a44,1
a26,a45,10
a26,a46,0
a26,a47,0
a26,a48,0
a26,a49,54
a26,a50,449
a26,a51,53
a26,a52,8
a26,a53,35
a26,a54,190
a26,a55,202
a26,a56,35
a26,a57,1620
a26,a58,700
a26,a59,1102
a26,a60,683
a26,a61,499
a26,a62,16
a26,a63,9
a26,a64,8
a26,a65,4
a26,a66,12
a26,a67,21
a26,a68,4
a26,a69,8
a26,a70,2
a26,a71,8
a26,a72,1
a26,a73,3
a26,a74,7
a26,a75,4
a26,a76,7
a26,a77,10
a26,a78,4
a26,a79,7
a26,a80,26
a26,a81,26
a26,a82,76
a26,a83,128
a26,a84,64
a26,a85,36
a26,a86,71
a26,a87,77
a26,a88,55
a26,a89,16
a26,a90,74
a26,a91,40
a26,a92,61
a26,a93,78
a26,a94,25
a26,a95,126
a26,a96,80
a26,a97,14
a26,a98,174
a26,a99,784
a26,a100,1080
a26,a101,390
a26,a102,28
a26,a103,29
a26,a104,9
a26,a105,13
a26,a106,5
a26,a107,232
a26,a108,99
a26,a109,111
a26,a110,122
a26,a111,241
a26,a112,131
a26,a113,110
a26,a114,136
a26,a115,345
a26,a116,475
a26,a117,33
a26,a118,53
a26,a119,42
a26,a120,11
a26,a121,2
a26,a122,13
a26,a123,2
a26,a124,1
a26,a125,0
a26,a126,18
a26,a127,34
a26,a128,164
a26,a129,140
a26,a130,3
a26,a131,596
a26,a132,206
a26,a133,380
a26,a134,456
a26,a135,737
a26,a136,893
a26,a137,66
a26,a138,64
a26,a139,80
a26,a140,88
a26,a141,90
a26,a142,49
a26,a143,18
a26,a144,29
a26,a145,52
a26,a146,55
a26,a147,75
a26,a148,81
a26,a149,6
a26,a150,9
a26,a151,3
a26,a152,2
a26,a153,270
a26,a154,548
a26,a155,131
a26,a156,866
a26,a157,196
a26,a158,517
a26,a159,1343
a26,a160,32
a26,a161,76
a26,a162,208
a26,a163,125
a26,a164,72
a26,a165,148
a26,a166,316
a26,a167,294
a26,a168,257
a26,a169,133
a26,a170,344
a26,a171,20
a26,a172,25
a26,a173,25
a26,a174,33
a26,a175,37
a26,a176,95
a26,a177,105
a26,a178,112
a26,a179,121
a26,a180,184
a26,a181,204
a26,a182,5
a26,a183,2
a26,a184,5
a26,a185,1
a26,a186,0
a26,a187,0
a26,a188,98
a26,a189,236
a26,a190,0
a26,a191,0
a26,a192,1568
a26,a193,13
a26,a194,21
a27,a28,0
a27,a29,0
a27,a30,0
a27,a31,995
a27,a32,356
a27,a33,1744
a27,a34,1018
a27,a35,858
a27,a36,234
a27,a37,5
a27,a38,4
a27,a39,3
a27,a40,6
a27,a41,189
a27,a42,281
a27,a43,53
a27,a44,6
a27,a45,65
a27,a46,2
a27,a47,1141
a27,a48,903
a27,a49,281
a27,a50,465
a27,a51,541
a27,a52,100
a27,a53,344
a27,a54,1517
a27,a55,1368
a27,a56,320
a27,a57,0
a27,a58,322
a27,a59,0
a27,a60,70
a27,a61,184
a27,a62,100
a27,a63,53
a27,a64,51
a27,a65,26
a27,a66,72
a27,a67,135
a27,a68,25
a27,a69,43
a27,a70,16
a27,a71,55
a27,a72,9
a27,a73,25
a27,a74,46
a27,a75,30
a27,a76,41
a27,a77,73
a27,a78,26
a27,a79,58
a27,a80,220
a27,a81,181
a27,a82,612
a27,a83,795
a27,a84,468
a27,a85,283
a27,a86,658
a27,a87,327
a27,a88,210
a27,a89,31
a27,a90,226
a27,a91,707
a27,a92,604
a27,a93,825
a27,a94,284
a27,a95,1060
a27,a96,660
a27,a97,178
a27,a98,688
a27,a99,1207
a27,a100,33
a27,a101,969
a27,a102,288
a27,a103,292
a27,a104,88
a27,a105,123
a27,a106,49
a27,a107,1865
a27,a108,994
a27,a109,1004
a27,a110,916
a27,a111,1486
a27,a112,1258
a27,a113,1110
a27,a114,1253
a27,a115,2149
a27,a116,2229
a27,a117,155
a27,a118,200
a27,a119,206
a27,a120,61
a27,a121,11
a27,a122,54
a27,a123,12
a27,a124,8
a27,a125,3
a27,a126,38
a27,a127,78
a27,a128,193
a27,a129,180
a27,a130,275
a27,a131,1363
a27,a132,1184
a27,a133,2143
a27,a134,1583
a27,a135,1111
a27,a136,404
a27,a137,715
a27,a138,692
a27,a139,856
a27,a140,934
a27,a141,932
a27,a142,483
a27,a143,185
a27,a144,298
a27,a145,545
a27,a146,180
a27,a147,121
a27,a148,114
a27,a149,16
a27,a150,23
a27,a151,13
a27,a152,7
a27,a153,279
a27,a154,39
a27,a155,194
a27,a156,26
a27,a157,40
a27,a158,0
a27,a159,0
a27,a160,328
a27,a161,116
a27,a162,213
a27,a163,300
a27,a164,128
a27,a165,126
a27,a166,336
a27,a167,272
a27,a168,254
a27,a169,148
a27,a170,334
a27,a171,207
a27,a172,256
a27,a173,240
a27,a174,354
a27,a175,396
a27,a176,35
a27,a177,73
a27,a178,25
a27,a179,153
a27,a180,10
a27,a181,280
a27,a182,44
a27,a183,17
a27,a184,35
a27,a185,5
a27,a186,1
a27,a187,3
a27,a188,131
a27,a189,247
a27,a190,834
a27,a191,2535
a27,a192,2201
a27,a193,94
a27,a194,213
a28,a29,0
a28,a30,0
a28,a31,998
a28,a32,366
a28,a33,1661
a28,a34,1284
a28,a35,1147
a28,a36,361
a28,a37,6
a28,a38,6
a28,a39,4
a28,a40,8
a28,a41,202
a28,a42,297
a28,a43,59
a28,a44,7
a28,a45,74
a28,a46,4
a28,a47,1043
a28,a48,828
a28,a49,295
a28,a50,240
a28,a51,544
a28,a52,135
a28,a53,348
a28,a54,1446
a28,a55,1293
a28,a56,388
a28,a57,0
a28,a58,84
a28,a59,0
a28,a60,6
a28,a61,42
a28,a62,109
a28,a63,58
a28,a64,56
a28,a65,30
a28,a66,79
a28,a67,147
a28,a68,28
a28,a69,48
a28,a70,18
a28,a71,61
a28,a72,10
a28,a73,28
a28,a74,55
a28,a75,35
a28,a76,50
a28,a77,85
a28,a78,30
a28,a79,66
a28,a80,237
a28,a81,197
a28,a82,628
a28,a83,758
a28,a84,485
a28,a85,302
a28,a86,680
a28,a87,319
a28,a88,219
a28,a89,36
a28,a90,231
a28,a91,666
a28,a92,638
a28,a93,841
a28,a94,327
a28,a95,1048
a28,a96,689
a28,a97,237
a28,a98,703
a28,a99,773
a28,a100,0
a28,a101,629
a28,a102,299
a28,a103,304
a28,a104,91
a28,a105,128
a28,a106,51
a28,a107,1762
a28,a108,1005
a28,a109,1010
a28,a110,902
a28,a111,1326
a28,a112,1245
a28,a113,1118
a28,a114,1239
a28,a115,1915
a28,a116,1832
a28,a117,166
a28,a118,211
a28,a119,218
a28,a120,67
a28,a121,15
a28,a122,61
a28,a123,16
a28,a124,12
a28,a125,5
a28,a126,45
a28,a127,88
a28,a128,194
a28,a129,189
a28,a130,269
a28,a131,1007
a28,a132,1123
a28,a133,1896
a28,a134,1354
a28,a135,714
a28,a136,258
a28,a137,731
a28,a138,703
a28,a139,867
a28,a140,948
a28,a141,955
a28,a142,503
a28,a143,190
a28,a144,308
a28,a145,562
a28,a146,189
a28,a147,138
a28,a148,131
a28,a149,19
a28,a150,27
a28,a151,16
a28,a152,9
a28,a153,281
a28,a154,22
a28,a155,166
a28,a156,18
a28,a157,22
a28,a158,0
a28,a159,0
a28,a160,339
a28,a161,113
a28,a162,131
a28,a163,287
a28,a164,141
a28,a165,140
a28,a166,328
a28,a167,241
a28,a168,258
a28,a169,165
a28,a170,338
a28,a171,211
a28,a172,262
a28,a173,244
a28,a174,359
a28,a175,401
a28,a176,35
a28,a177,91
a28,a178,23
a28,a179,131
a28,a180,1
a28,a181,207
a28,a182,46
a28,a183,20
a28,a184,38
a28,a185,6
a28,a186,2
a28,a187,5
a28,a188,145
a28,a189,250
a28,a190,764
a28,a191,2280
a28,a192,2092
a28,a193,127
a28,a194,218
a29,a30,0
a29,a31,990
a29,a32,66
a29,a33,732
a29,a34,1
a29,a35,0
a29,a36,0
a29,a37,3
a29,a38,2
a29,a39,1
a29,a40,3
a29,a41,175
a29,a42,263
a29,a43,47
a29,a44,4
a29,a45,57
a29,a46,0
a29,a47,1159
a29,a48,1288
a29,a49,263
a29,a50,722
a29,a51,580
a29,a52,59
a29,a53,377
a29,a54,1593
a29,a55,1429
a29,a56,241
a29,a57,0
a29,a58,730
a29,a59,3
a29,a60,259
a29,a61,442
a29,a62,92
a29,a63,48
a29,a64,46
a29,a65,23
a29,a66,66
a29,a67,122
a29,a68,23
a29,a69,39
a29,a70,14
a29,a71,50
a29,a72,7
a29,a73,23
a29,a74,40
a29,a75,26
a29,a76,34
a29,a77,64
a29,a78,23
a29,a79,52
a29,a80,204
a29,a81,165
a29,a82,588
a29,a83,808
a29,a84,445
a29,a85,265
a29,a86,633
a29,a87,324
a29,a88,196
a29,a89,24
a29,a90,234
a29,a91,0
a29,a92,579
a29,a93,803
a29,a94,247
a29,a95,1089
a29,a96,661
a29,a97,107
a29,a98,480
a29,a99,1687
a29,a100,207
a29,a101,1287
a29,a102,277
a29,a103,280
a29,a104,86
a29,a105,119
a29,a106,46
a29,a107,1929
a29,a108,977
a29,a109,985
a29,a110,910
a29,a111,1597
a29,a112,1257
a29,a113,1095
a29,a114,1244
a29,a115,2344
a29,a116,2573
a29,a117,144
a29,a118,186
a29,a119,194
a29,a120,55
a29,a121,6
a29,a122,47
a29,a123,9
a29,a124,3
a29,a125,0
a29,a126,29
a29,a127,63
a29,a128,189
a29,a129,174
a29,a130,218
a29,a131,1680
a29,a132,1195
a29,a133,2352
a29,a134,1631
a29,a135,1545
a29,a136,293
a29,a137,699
a29,a138,684
a29,a139,845
a29,a140,919
a29,a141,907
a29,a142,464
a29,a143,181
a29,a144,288
a29,a145,528
a29,a146,168
a29,a147,99
a29,a148,91
a29,a149,12
a29,a150,18
a29,a151,8
a29,a152,4
a29,a153,279
a29,a154,165
a29,a155,141
a29,a156,0
a29,a157,87
a29,a158,12
a29,a159,0
a29,a160,319
a29,a161,111
a29,a162,291
a29,a163,300
a29,a164,110
a29,a165,106
a29,a166,339
a29,a167,320
a29,a168,234
a29,a169,122
a29,a170,321
a29,a171,204
a29,a172,251
a29,a173,267
a29,a174,351
a29,a175,395
a29,a176,28
a29,a177,51
a29,a178,20
a29,a179,167
a29,a180,40
a29,a181,344
a29,a182,42
a29,a183,15
a29,a184,31
a29,a185,4
a29,a186,0
a29,a187,1
a29,a188,108
a29,a189,258
a29,a190,1265
a29,a191,1409
a29,a192,780
a29,a193,42
a29,a194,209
a30,a31,824
a30,a32,620
a30,a33,1723
a30,a34,1008
a30,a35,873
a30,a36,375
a30,a37,5
a30,a38,4
a30,a39,3
a30,a40,6
a30,a41,177
a30,a42,261
a30,a43,48
a30,a44,6
a30,a45,57
a30,a46,3
a30,a47,1014
a30,a48,1165
a30,a49,266
a30,a50,542
a30,a51,448
a30,a52,89
a30,a53,286
a30,a54,1359
a30,a55,1279
a30,a56,295
a30,a57,0
a30,a58,658
a30,a59,0
a30,a60,138
a30,a61,400
a30,a62,96
a30,a63,50
a30,a64,49
a30,a65,26
a30,a66,69
a30,a67,125
a30,a68,25
a30,a69,42
a30,a70,16
a30,a71,50
a30,a72,9
a30,a73,21
a30,a74,39
a30,a75,25
a30,a76,36
a30,a77,62
a30,a78,22
a30,a79,48
a30,a80,184
a30,a81,162
a30,a82,527
a30,a83,729
a30,a84,412
a30,a85,241
a30,a86,549
a30,a87,318
a30,a88,206
a30,a89,32
a30,a90,239
a30,a91,0
a30,a92,524
a30,a93,690
a30,a94,246
a30,a95,943
a30,a96,592
a30,a97,158
a30,a98,696
a30,a99,1750
a30,a100,269
a30,a101,1185
a30,a102,234
a30,a103,238
a30,a104,72
a30,a105,100
a30,a106,40
a30,a107,1659
a30,a108,829
a30,a109,853
a30,a110,805
a30,a111,1404
a30,a112,1071
a30,a113,926
a30,a114,1086
a30,a115,2051
a30,a116,2309
a30,a117,154
a30,a118,197
a30,a119,204
a30,a120,60
a30,a121,12
a30,a122,55
a30,a123,13
a30,a124,9
a30,a125,3
a30,a126,40
a30,a127,80
a30,a128,186
a30,a129,184
a30,a130,201
a30,a131,1719
a30,a132,1139
a30,a133,2085
a30,a134,1717
a30,a135,1619
a30,a136,743
a30,a137,582
a30,a138,565
a30,a139,702
a30,a140,767
a30,a141,765
a30,a142,396
a30,a143,150
a30,a144,242
a30,a145,442
a30,a146,181
a30,a147,125
a30,a148,119
a30,a149,16
a30,a150,24
a30,a151,14
a30,a152,8
a30,a153,284
a30,a154,23
a30,a155,88
a30,a156,0
a30,a157,34
a30,a158,0
a30,a159,0
a30,a160,266
a30,a161,119
a30,a162,208
a30,a163,298
a30,a164,132
a30,a165,130
a30,a166,335
a30,a167,258
a30,a168,255
a30,a169,153
a30,a170,336
a30,a171,168
a30,a172,208
a30,a173,200
a30,a174,289
a30,a175,323
a30,a176,37
a30,a177,78
a30,a178,26
a30,a179,151
a30,a180,9
a30,a181,270
a30,a182,36
a30,a183,15
a30,a184,32
a30,a185,5
a30,a186,1
a30,a187,4
a30,a188,135
a30,a189,263
a30,a190,1147
a30,a191,1168
a30,a192,2062
a30,a193,90
a30,a194,173
a31,a32,1755
a31,a33,1580
a31,a34,1361
a31,a35,1350
a31,a36,1365
a31,a37,8
a31,a38,8
a31,a39,6
a31,a40,11
a31,a41,237
a31,a42,392
a31,a43,195
a31,a44,11
a31,a45,232
a31,a46,4
a31,a47,79
a31,a48,47
a31,a49,284
a31,a50,702
a31,a51,0
a31,a52,2427
a31,a53,438
a31,a54,587
a31,a55,1756
a31,a56,1919
a31,a57,1692
a31,a58,1312
a31,a59,921
a31,a60,725
a31,a61,752
a31,a62,181
a31,a63,119
a31,a64,88
a31,a65,46
a31,a66,145
a31,a67,291
a31,a68,52
a31,a69,122
a31,a70,34
a31,a71,175
a31,a72,18
a31,a73,310
a31,a74,191
a31,a75,202
a31,a76,164
a31,a77,229
a31,a78,221
a31,a79,247
a31,a80,476
a31,a81,378
a31,a82,695
a31,a83,719
a31,a84,639
a31,a85,597
a31,a86,293
a31,a87,293
a31,a88,193
a31,a89,10
a31,a90,15
a31,a91,429
a31,a92,9
a31,a93,0
a31,a94,331
a31,a95,972
a31,a96,1238
a31,a97,1598
a31,a98,2694
a31,a99,1928
a31,a100,1909
a31,a101,1153
a31,a102,1093
a31,a103,783
a31,a104,1364
a31,a105,1485
a31,a106,609
a31,a107,153
a31,a108,15
a31,a109,346
a31,a110,696
a31,a111,948
a31,a112,0
a31,a113,0
a31,a114,0
a31,a115,563
a31,a116,1270
a31,a117,118
a31,a118,156
a31,a119,220
a31,a120,85
a31,a121,14
a31,a122,43
a31,a123,20
a31,a124,8
a31,a125,7
a31,a126,13
a31,a127,28
a31,a128,22
a31,a129,14
a31,a130,28
a31,a131,2068
a31,a132,2346
a31,a133,1542
a31,a134,2161
a31,a135,1976
a31,a136,1936
a31,a137,0
a31,a138,0
a31,a139,0
a31,a140,0
a31,a141,36
a31,a142,646
a31,a143,2136
a31,a144,1607
a31,a145,470
a31,a146,105
a31,a147,26
a31,a148,18
a31,a149,6
a31,a150,8
a31,a151,7
a31,a152,4
a31,a153,21
a31,a154,162
a31,a155,89
a31,a156,355
a31,a157,46
a31,a158,224
a31,a159,579
a31,a160,1710
a31,a161,107
a31,a162,282
a31,a163,137
a31,a164,43
a31,a165,19
a31,a166,37
a31,a167,49
a31,a168,28
a31,a169,21
a31,a170,30
a31,a171,1749
a31,a172,1674
a31,a173,1537
a31,a174,325
a31,a175,356
a31,a176,24
a31,a177,19
a31,a178,17
a31,a179,71
a31,a180,89
a31,a181,186
a31,a182,696
a31,a183,145
a31,a184,162
a31,a185,9
a31,a186,2
a31,a187,3
a31,a188,17
a31,a189,16
a31,a190,42
a31,a191,253
a31,a192,743
a31,a193,2180
a31,a194,2052
a32,a33,0
a32,a34,0
a32,a35,0
a32,a36,0
a32,a37,3
a32,a38,2
a32,a39,2
a32,a40,4
a32,a41,175
a32,a42,271
a32,a43,50
a32,a44,4
a32,a45,66
a32,a46,1
a32,a47,829
a32,a48,574
a32,a49,255
a32,a50,841
a32,a51,1501
a32,a52,1785
a32,a53,1222
a32,a54,1687
a32,a55,994
a32,a56,965
a32,a57,0
a32,a58,851
a32,a59,182
a32,a60,474
a32,a61,560
a32,a62,95
a32,a63,48
a32,a64,46
a32,a65,23
a32,a66,65
a32,a67,134
a32,a68,22
a32,a69,40
a32,a70,14
a32,a71,54
a32,a72,7
a32,a73,32
a32,a74,51
a32,a75,33
a32,a76,40
a32,a77,80
a32,a78,29
a32,a79,69
a32,a80,243
a32,a81,179
a32,a82,673
a32,a83,798
a32,a84,488
a32,a85,311
a32,a86,753
a32,a87,313
a32,a88,190
a32,a89,16
a32,a90,123
a32,a91,2008
a32,a92,1969
a32,a93,1873
a32,a94,1942
a32,a95,1557
a32,a96,1292
a32,a97,1975
a32,a98,0
a32,a99,122
a32,a100,2
a32,a101,822
a32,a102,390
a32,a103,391
a32,a104,137
a32,a105,178
a32,a106,64
a32,a107,2073
a32,a108,1333
a32,a109,1192
a32,a110,974
a32,a111,1449
a32,a112,1893
a32,a113,1525
a32,a114,2006
a32,a115,1495
a32,a116,1288
a32,a117,127
a32,a118,180
a32,a119,174
a32,a120,52
a32,a121,6
a32,a122,40
a32,a123,9
a32,a124,4
a32,a125,1
a32,a126,20
a32,a127,44
a32,a128,145
a32,a129,104
a32,a130,235
a32,a131,64
a32,a132,158
a32,a133,856
a32,a134,0
a32,a135,102
a32,a136,0
a32,a137,1070
a32,a138,1346
a32,a139,1383
a32,a140,1444
a32,a141,1234
a32,a142,594
a32,a143,303
a32,a144,418
a32,a145,743
a32,a146,144
a32,a147,69
a32,a148,57
a32,a149,9
a32,a150,13
a32,a151,7
a32,a152,3
a32,a153,148
a32,a154,698
a32,a155,531
a32,a156,1090
a32,a157,150
a32,a158,444
a32,a159,1125
a32,a160,488
a32,a161,114
a32,a162,347
a32,a163,257
a32,a164,82
a32,a165,73
a32,a166,202
a32,a167,280
a32,a168,143
a32,a169,74
a32,a170,165
a32,a171,414
a32,a172,446
a32,a173,1027
a32,a174,780
a32,a175,812
a32,a176,38
a32,a177,41
a32,a178,32
a32,a179,163
a32,a180,148
a32,a181,373
a32,a182,65
a32,a183,18
a32,a184,33
a32,a185,4
a32,a186,0
a32,a187,2
a32,a188,62
a32,a189,127
a32,a190,526
a32,a191,2441
a32,a192,584
a32,a193,1954
a32,a194,363
a33,a34,0
a33,a35,0
a33,a36,1
a33,a37,1
a33,a38,1
a33,a39,1
a33,a40,2
a33,a41,80
a33,a42,130
a33,a43,22
a33,a44,2
a33,a45,32
a33,a46,0
a33,a47,541
a33,a48,439
a33,a49,113
a33,a50,689
a33,a51,2152
a33,a52,8121
a33,a53,2353
a33,a54,3493
a33,a55,3971
a33,a56,3632
a33,a57,775
a33,a58,1269
a33,a59,1342
a33,a60,1007
a33,a61,899
a33,a62,47
a33,a63,22
a33,a64,23
a33,a65,11
a33,a66,33
a33,a67,68
a33,a68,11
a33,a69,19
a33,a70,7
a33,a71,26
a33,a72,4
a33,a73,18
a33,a74,27
a33,a75,16
a33,a76,19
a33,a77,41
a33,a78,15
a33,a79,38
a33,a80,122
a33,a81,85
a33,a82,410
a33,a83,413
a33,a84,255
a33,a85,162
a33,a86,440
a33,a87,164
a33,a88,90
a33,a89,8
a33,a90,69
a33,a91,1702
a33,a92,6439
a33,a93,3270
a33,a94,7211
a33,a95,4856
a33,a96,5347
a33,a97,8463
a33,a98,0
a33,a99,1743
a33,a100,1524
a33,a101,1008
a33,a102,218
a33,a103,218
a33,a104,80
a33,a105,102
a33,a106,36
a33,a107,1709
a33,a108,964
a33,a109,792
a33,a110,604
a33,a111,1029
a33,a112,2184
a33,a113,1169
a33,a114,3835
a33,a115,2329
a33,a116,1943
a33,a117,54
a33,a118,84
a33,a119,78
a33,a120,24
a33,a121,3
a33,a122,17
a33,a123,5
a33,a124,2
a33,a125,1
a33,a126,10
a33,a127,20
a33,a128,80
a33,a129,58
a33,a130,146
a33,a131,1354
a33,a132,2230
a33,a133,2033
a33,a134,401
a33,a135,1745
a33,a136,52
a33,a137,638
a33,a138,981
a33,a139,933
a33,a140,981
a33,a141,718
a33,a142,315
a33,a143,177
a33,a144,236
a33,a145,427
a33,a146,60
a33,a147,32
a33,a148,29
a33,a149,4
a33,a150,6
a33,a151,3
a33,a152,2
a33,a153,77
a33,a154,504
a33,a155,351
a33,a156,1151
a33,a157,94
a33,a158,479
a33,a159,1405
a33,a160,288
a33,a161,61
a33,a162,248
a33,a163,112
a33,a164,36
a33,a165,37
a33,a166,104
a33,a167,151
a33,a168,69
a33,a169,36
a33,a170,82
a33,a171,300
a33,a172,276
a33,a173,2390
a33,a174,690
a33,a175,553
a33,a176,21
a33,a177,20
a33,a178,19
a33,a179,82
a33,a180,127
a33,a181,202
a33,a182,39
a33,a183,9
a33,a184,16
a33,a185,2
a33,a186,0
a33,a187,1
a33,a188,31
a33,a189,70
a33,a190,421
a33,a191,1868
a33,a192,1
a33,a193,2243
a33,a194,216
a34,a35,0
a34,a36,0
a34,a37,1
a34,a38,1
a34,a39,1
a34,a40,2
a34,a41,96
a34,a42,151
a34,a43,27
a34,a44,2
a34,a45,37
a34,a46,0
a34,a47,1017
a34,a48,808
a34,a49,153
a34,a50,1067
a34,a51,1146
a34,a52,1135
a34,a53,901
a34,a54,2012
a34,a55,1744
a34,a56,1100
a34,a57,4
a34,a58,1807
a34,a59,1236
a34,a60,1248
a34,a61,1213
a34,a62,50
a34,a63,25
a34,a64,24
a34,a65,12
a34,a66,34
a34,a67,71
a34,a68,12
a34,a69,21
a34,a70,7
a34,a71,28
a34,a72,4
a34,a73,23
a34,a74,33
a34,a75,20
a34,a76,23
a34,a77,51
a34,a78,20
a34,a79,48
a34,a80,151
a34,a81,99
a34,a82,437
a34,a83,564
a34,a84,291
a34,a85,187
a34,a86,524
a34,a87,226
a34,a88,127
a34,a89,11
a34,a90,139
a34,a91,1537
a34,a92,1589
a34,a93,1403
a34,a94,1313
a34,a95,1795
a34,a96,1504
a34,a97,1371
a34,a98,0
a34,a99,2149
a34,a100,1501
a34,a101,1437
a34,a102,280
a34,a103,280
a34,a104,100
a34,a105,129
a34,a106,46
a34,a107,1872
a34,a108,1005
a34,a109,834
a34,a110,698
a34,a111,1376
a34,a112,1554
a34,a113,1162
a34,a114,1872
a34,a115,2305
a34,a116,2478
a34,a117,75
a34,a118,119
a34,a119,101
a34,a120,28
a34,a121,3
a34,a122,23
a34,a123,5
a34,a124,2
a34,a125,0
a34,a126,14
a34,a127,31
a34,a128,151
a34,a129,112
a34,a130,263
a34,a131,1214
a34,a132,981
a34,a133,2012
a34,a134,326
a34,a135,1924
a34,a136,56
a34,a137,792
a34,a138,1030
a34,a139,1041
a34,a140,1091
a34,a141,916
a34,a142,416
a34,a143,222
a34,a144,301
a34,a145,539
a34,a146,92
a34,a147,50
a34,a148,44
a34,a149,5
a34,a150,8
a34,a151,4
a34,a152,2
a34,a153,155
a34,a154,738
a34,a155,551
a34,a156,816
a34,a157,145
a34,a158,580
a34,a159,1152
a34,a160,358
a34,a161,90
a34,a162,380
a34,a163,183
a34,a164,59
